year,quarter,number_of_articles,frontpage,page1to3,avg_n_articles_per_day,avg_n_pages_per_day,avg_n_frontpage_articles_per_day,avg_n_of_word_seg_in_title,min_n_of_word_seg_in_title,max_n_of_word_seg_in_title,avg_n_of_word_seg_in_body,min_n_of_word_seg_in_body,max_n_of_word_seg_in_body
1992,2,8896,0.1523156474820144,0.46481564748201437,99.44829136690647,7.810139388489208,15.038107014388489,16.7068345323741,2,169,521.3570143884892,1,16167
1992,3,9543,0.1582311642041287,0.46473855181808654,104.90506130147752,7.8236403646651995,16.469034894687205,16.678926962171225,1,72,492.553704285864,1,22439
1992,4,9132,0.15856329391151994,0.47875602277704776,103.46276828734122,7.786355672360928,16.376149802890932,16.816907577748577,1,94,500.3692509855453,1,26454
1993,1,9280,0.1410560344827586,0.4482758620689655,107.72586206896551,7.775,15.171443965517241,15.642241379310345,2,102,484.120474137931,0,18770
1993,2,9690,0.1283797729618163,0.4460268317853457,109.86171310629516,7.861609907120743,14.005263157894737,15.922394220846233,1,92,477.875128998968,5,19262
1993,3,8013,0.12417321851990515,0.42780481717209534,96.01535005615874,7.863097466616748,11.749532010482966,16.04804692374891,2,125,511.5276425808062,4,11400
1993,4,9078,0.10541969596827495,0.3844459131967394,103.71513549239921,9.246970698391717,10.61202908129544,15.439854593522803,1,88,561.5351398986561,0,25170
1994,1,8372,0.10654562828475872,0.38509316770186336,97.40205446727185,9.117056856187292,9.982322025800286,15.176063067367416,2,99,595.3397037744863,4,15956
1994,2,8924,0.10454952935903182,0.3989242492155984,101.44666069027342,9.338749439713133,10.284513670999551,15.215038099506948,1,128,586.4012774540565,3,19903
1994,3,8896,0.10409172661870504,0.38747751798561153,100.39186151079137,9.270571043165468,10.350944244604317,15.277765287769784,2,119,592.3578012589928,3,10025
1994,4,9018,0.11266356176535818,0.4328010645375915,102.73697050343758,9.159126192060324,11.300066533599468,15.259924595253937,1,128,567.708250166334,4,17151
1995,1,10428,0.08611430763329497,0.30197545070962795,118.55830456463367,11.087265055619486,10.141637897967012,15.131472957422325,0,117,577.5255082470272,0,15843
1995,2,9856,0.09699675324675325,0.3184862012987013,116.1323051948052,10.924918831168831,10.5841112012987,14.978693181818182,1,115,613.5481939935065,0,61074
1995,3,9419,0.0920479881091411,0.3210531903599108,111.71515022826202,10.745302049049792,9.25936935980465,15.547828856566515,1,125,642.5874296634462,3,15096
1995,4,9392,0.09156729131175469,0.33187819420783643,113.71890971039183,10.664927597955707,9.168867120954003,15.405025553662691,1,117,639.2602214650767,0,25783
1996,1,9264,0.09401986183074267,0.32458981001727116,117.29814335060449,10.593372193436961,9.824158031088082,15.090997409326425,1,108,618.1201424870467,3,37974
1996,2,10098,0.0855614973262032,0.32194493959199844,122.70152505446623,10.826104179045355,9.436224995048525,14.764705882352942,2,106,602.7571796395326,3,17220
1996,3,9670,0.09069286452947259,0.31902792140641156,116.10879007238883,10.826680455015511,9.41023784901758,14.908893485005171,2,98,622.5355739400206,0,10622
1996,4,9516,0.08596048759983187,0.3292349726775956,115.94199243379572,10.754413619167718,8.9651113913409,15.139659520807061,0,114,638.8639134089954,0,13909
1997,1,8325,0.07963963963963964,0.32312312312312313,105.60372372372372,10.562042042042043,7.49945945945946,14.997477477477478,1,109,720.4515315315315,0,57958
1997,2,9266,0.08158860349665444,0.3291603712497302,111.18691992229657,10.597560975609756,8.278653140513706,14.955212605223398,0,131,664.388085473775,0,20566
1997,3,9130,0.08302300109529025,0.3017524644030668,109.14895947426068,10.761007667031764,8.203614457831325,15.092552026286967,2,94,699.079408543264,0,28575
1997,4,9399,0.08554101500159592,0.333758910522396,114.40419193531227,10.8227471007554,8.606341100117033,15.124587722098095,1,110,665.8009362698159,5,10461
1998,1,8123,0.10131724732241783,0.337436907546473,102.13480241290164,10.618121383725224,9.239812877015881,15.110919610981165,1,126,693.7958882186384,0,16951
1998,2,9196,0.0939538929969552,0.33177468464549803,111.49934754240974,10.949325793823402,9.545563288386255,14.961613745106568,1,102,659.694214876033,2,11619
1998,3,9376,0.08532423208191127,0.31601962457337884,113.3705204778157,11.042128839590443,8.734961604095563,15.714590443686006,1,80,678.8778796928327,0,34083
1998,4,8735,0.0907842014882656,0.3341728677733257,106.72959358900972,10.936691471093303,8.73989696622782,15.410074413279908,1,100,712.6818546078993,6,21291
1999,1,8856,0.09338301716350497,0.3394308943089431,112.51513098464318,13.945686540198736,9.20042908762421,15.61156278229449,1,117,662.0434733514002,0,34247
1999,2,9367,0.08423187786911498,0.33126934984520123,114.04387744208391,13.970107825344293,8.568164833991673,16.248532080708873,0,125,664.5990178285471,1,13302
1999,3,8847,0.08771334915790663,0.3140047473719905,108.05075166723184,12.062507064541652,8.549451791567764,15.753927885158811,2,108,689.9545608680909,0,22658
1999,4,9191,0.08932651506908933,0.3251006419323251,113.13339136111414,13.924600152322924,8.991404634968992,15.91959525622892,1,128,665.4300946578174,4,25423
2000,1,8970,0.09364548494983277,0.3249721293199554,109.66354515050168,10.801895206243032,9.262764771460423,15.306020066889632,1,117,671.4943143812709,0,17188
2000,2,9227,0.08908637693724937,0.3499512300856183,113.2748455619378,10.780860518044868,9.02828655034139,15.756258805678986,1,113,661.7628698385174,0,14451
2000,3,9305,0.09747447608812466,0.34325631380977967,109.36603976356797,10.873078989790436,9.789790435249866,15.881354110693175,2,103,678.9909725953788,1,15655
2000,4,8768,0.09876824817518248,0.3621122262773723,105.91925182481752,10.623175182481752,9.386747262773723,15.927463503649635,1,97,681.3247034671533,1,25484
2001,1,8909,0.08620496127511505,0.333482994724436,109.79537546301493,10.79571220114491,8.505219441014704,16.261308788865193,2,128,644.5841284094736,7,29957
2001,2,9181,0.10107831390916022,0.34353556257488294,113.27012308027447,10.796645245615945,10.314889445594162,16.24213048687507,1,98,676.2482300403007,0,21016
2001,3,9702,0.08936301793444651,0.3214801071943929,115.63966192537622,11.04071325499897,9.45856524427953,16.60585446299732,2,105,678.7562358276645,0,21543
2001,4,9325,0.11002680965147453,0.35152815013404826,109.71699731903485,10.661340482573726,11.228847184986595,16.90455764075067,2,128,670.4406434316354,0,22496
2002,1,9005,0.10771793448084398,0.34147695724597443,107.98856191004997,10.551471404775125,10.779677956690728,16.020544142143255,0,118,652.7262631871183,0,15521
2002,2,8899,0.1041690077536802,0.3394763456568154,104.6408585234296,10.922463198112148,10.088436903022812,16.905832115968085,0,127,687.1374311720418,0,15587
2002,3,9516,0.10235393022278268,0.32891971416561583,108.45081967213115,11.14344262295082,10.58974358974359,16.80201765447667,2,128,683.7067044976881,0,13184
2002,4,8751,0.09884584618900696,0.3160781624957148,100.94789166952349,10.949262941378128,9.471946063307051,16.607473431607815,0,127,702.1283281910639,0,28527
2003,1,10267,0.07528976331937275,0.2501217492938541,128.93201519431187,13.779292880101295,8.334956657251388,16.687445212817767,1,125,681.5969611376254,0,23694
2003,2,11578,0.07116945931939886,0.24650198652617034,140.33235446536534,14.352306097771637,8.95223700120919,16.68759716704094,1,101,682.0731559854897,0,23599
2003,3,11727,0.0681333674426537,0.24132344163042552,136.7278076234331,15.745970836531082,8.656945510360707,17.447002643472327,1,121,695.6821864074358,0,13604
2003,4,11275,0.08133037694013304,0.2676718403547672,133.9628381374723,14.040886917960089,9.97028824833703,17.048159645232815,2,108,693.5974279379158,0,15875
2004,1,8823,0.1001926782273603,0.3022781366882013,109.6059163549813,13.714156182704295,9.929389096679134,13.195965091238808,1,106,806.993879632778,0,17554
2004,2,9634,0.09829769566119992,0.298629852605356,115.7855511729292,14.060514843263443,10.37772472493253,13.627153830184762,0,101,793.5727631305792,0,15575
2004,3,10227,0.08927349173755744,0.2657670871223233,117.18754277891856,14.421042338906815,9.951989830839933,13.560183827124279,2,102,782.6834848929304,0,32710
2004,4,9952,0.09485530546623794,0.29431270096463025,117.42986334405144,14.010852090032154,10.334807073954984,13.65504421221865,2,105,769.914188102894,0,17887
2005,1,8844,0.10040705563093623,0.29194934418815016,109.30936227951153,13.924694708276798,9.866576209859792,14.3099276345545,2,110,816.1406603346902,0,19365
2005,2,9254,0.09887616165982278,0.29122541603630864,110.89474821698725,13.863086232980333,10.033715150205317,14.326669548303437,1,101,788.3528204019883,0,18466
2005,3,9662,0.09335541295797971,0.27354584972055473,111.43862554336576,14.236803974332437,9.888428896708756,14.565410888014904,0,106,833.8807700269095,0,29108
2005,4,8939,0.0944177201029198,0.28783980310996754,104.65275757914756,13.774023940038036,9.132677033225193,14.796957154044076,1,110,818.7909162098669,0,18576
2006,1,8639,0.1018636416251881,0.28869082069683993,106.702974881352,13.7793726125709,9.86861905313115,22.495080449126057,2,131,840.1758305359417,0,32262
2006,2,9243,0.09758736341014822,0.28930001081899814,111.45396516282592,14.091745104403332,10.04565617223845,22.76814886941469,1,196,814.6791085145516,0,17959
2006,3,9588,0.09282436378806842,0.2682519816437213,110.64059240717563,14.325198164372132,9.686795994993743,14.827284105131413,2,135,840.5599707968294,0,26845
2006,4,8650,0.09861271676300579,0.29063583815028904,103.02173410404625,14.018612716763005,9.36092485549133,14.704624277456647,2,145,828.3798843930635,0,25940
2007,1,8245,0.09387507580351728,0.28174651303820497,103.46694966646453,13.9689508793208,8.888781079442087,14.394299575500304,1,157,833.0714372346877,0,23381
2007,2,9224,0.09594535993061579,0.308326105810928,108.86773633998266,13.975715524718126,9.845186470078056,14.977558542931483,1,186,794.7945576756288,0,15583
2007,3,9136,0.09095884413309982,0.278130472854641,113.70227670753064,15.302758318739054,9.084829246935202,15.475043782837128,1,123,871.7834938704028,0,16060
2007,4,7993,0.10008757662955085,0.29588389841110974,96.47078693857125,13.943825847616665,8.850869510821969,15.331915425997748,1,147,895.6808457400225,0,28467
2008,1,7458,0.09010458567980692,0.2945829981228211,91.06757843925986,14.215875569857872,7.673639045320461,14.681818181818182,1,170,942.6288549208903,0,31146
2008,2,7709,0.0866519652354391,0.3159942923855234,90.73018549747049,14.174990271111687,7.454793098975224,14.481644830717343,2,105,951.5839927357634,0,17026
2008,3,8654,0.07661197134273169,0.27813727755951007,100.41899699560896,14.882482089207302,7.318696556505662,13.766004159926046,1,133,842.4184192281026,0,19801
2008,4,7530,0.08326693227091633,0.29176626826029217,88.91978751660027,14.079814077025233,6.946879150066401,14.85577689243028,1,153,964.4982735723771,0,20678
2009,1,6963,0.09449949734309925,0.2886686772942697,86.77050122073818,14.012207381875628,7.411460577337355,14.469194312796208,1,163,949.0907654746517,0,30500
2009,2,7899,0.08570705152550956,0.2743385238637802,91.95277883276364,14.556652740853272,7.477402202810483,14.048487150272186,2,169,923.0576022281301,0,22372
2009,3,8924,0.07575078440161363,0.252689376961004,105.26647243388615,18.280255490811296,7.418646346929628,14.591326759300761,0,116,959.0768713581353,0,25414
2009,4,9016,0.07176131322094055,0.23591393078970718,113.40927240461401,18.7920363797693,7.036268855368235,14.421583850931677,2,241,943.1664818101153,0,28047
2010,1,9924,0.06569931479242241,0.20999596936719064,127.92986698911729,21.024889157597745,7.151249496170899,15.559048770656993,1,179,955.3519750100766,0,28893
2010,2,10932,0.05845225027442371,0.20673252835711672,137.8766922795463,21.14471276984998,6.959019392608854,15.223929747530187,1,207,880.8665386022685,0,18634
2010,3,10417,0.06268599404819046,0.20860132475760776,135.84496496112124,21.69712969184986,7.195641739464337,14.182394163386771,0,184,928.4332341365076,0,29218
2010,4,10258,0.06463248196529538,0.21485669721193215,130.30454279586664,21.43575745759407,7.1317020861766425,14.313706375511796,1,188,963.4110937804641,0,18955
2011,1,9666,0.06817711566314918,0.2201531140078626,126.68673701634596,21.20949720670391,7.200082764328575,14.09579971032485,0,104,970.3981998758535,0,32363
2011,2,9639,0.06484075111526091,0.22274094823114432,123.5506795310717,21.553376906318082,6.790953418404399,14.359788359788359,2,140,1043.3506587820314,0,29496
2011,3,10171,0.06725002457968735,0.2178743486382853,125.95742798151608,22.96460525022122,7.491102153180612,14.745747714089077,0,166,1050.6917707206765,0,32150
2011,4,9691,0.06903312351666495,0.22732432153544527,122.11113404189454,21.17903209163141,7.262202043132803,14.413063667320195,1,173,1031.8962955319369,0,32351
2012,1,9424,0.06780560271646859,0.21201188455008488,123.31515280135824,21.287669779286926,6.995331069609508,14.042763157894736,1,135,1010.5557088285229,0,32091
2012,2,9331,0.06944593291179937,0.22655663915978994,121.01178866145108,21.300182188404243,7.135355267388276,14.684706891008467,1,140,1024.8017361483228,0,20916
2012,3,8790,0.07246871444823663,0.24618885096700796,106.71854379977246,21.271217292377703,6.855290102389079,14.46825938566553,1,112,1048.914220705347,0,24214
2012,4,8465,0.08174837566450088,0.2316597755463674,106.5579444772593,21.005197873597165,7.639810986414648,14.838038984051979,2,159,1091.5561724748966,0,31117
2013,1,8189,0.07107094883380144,0.19245329100012212,118.63805104408353,21.37293930882892,7.9357674929783855,14.44425448772744,1,139,986.9314934668457,0,18135
2013,2,10358,0.06806333268970843,0.2142305464375362,124.83027611508012,21.032245607260087,7.828731415331145,14.41137285190191,1,117,951.1343888781618,0,24158
2013,3,10259,0.07427624524807486,0.2107417876986061,120.92923286870065,21.696656594209962,8.433473048055365,14.939077882834585,2,127,1012.0862657179063,0,17654
2013,4,9634,0.0690263649574424,0.21216524807971768,115.26614075150509,21.3931907826448,7.4410421424122895,15.146771849698982,2,167,1030.2565912393607,0,28310
2014,1,9684,0.06588186699710863,0.19372160264353572,120.18566707971912,21.121850475010326,7.155617513424205,14.924308137133416,1,130,1016.8169144981413,0,27339
2014,2,10522,0.06937844516251664,0.2098460368751188,127.46169929671166,21.557688652347462,8.254514350883863,15.300608249382247,1,198,984.027751378065,0,23869
2014,3,10479,0.06069281419982823,0.18370073480293922,122.8761332188186,21.84063364824888,6.961160416070236,15.599580112606164,2,150,1028.7243057543658,0,17715
2014,4,9514,0.06537733865881859,0.20475089342022282,112.9190666386378,21.291254992642422,6.888059701492537,15.518393945764137,2,164,1041.0430943872188,0,16926
2015,1,9205,0.06637696903856599,0.2051059206952743,115.28701792504074,21.069744703965235,6.887561108093427,15.219011406844107,1,162,1060.1869636067354,0,32697
2015,2,9964,0.06914893617021277,0.21085909273384182,121.69590525893216,21.474909674829387,7.654857486953031,15.071356884785226,2,200,1017.4515254917703,0,28661
2015,3,9686,0.0681395829031592,0.19822424117282675,115.22486062358043,21.682015279785258,7.450856906875903,15.533243857113359,0,182,1095.0114598389428,0,24163
2015,4,9312,0.06679553264604811,0.19866838487972507,110.66065292096219,21.24377147766323,6.6384235395189,15.26428264604811,1,123,1093.8653350515465,0,24865
2016,1,8686,0.0668892470642413,0.19099700667741193,110.30577941515082,21.310499654616624,6.663941975592908,14.95383375546857,1,231,1126.9919410545706,0,32177
2016,2,9544,0.0663243922883487,0.20033528918692373,115.03520536462699,21.46332774518022,7.022212908633697,15.12929589270746,1,129,1087.5370913663035,0,28802
2016,3,9144,0.06638232720909887,0.1942257217847769,111.40748031496064,21.518810148731408,6.919728783902012,15.29757217847769,1,83,1094.9251968503936,0,20886
2016,4,8839,0.06607082249123204,0.20239846136440773,108.02138250933363,21.315759701323678,6.685711053286571,15.17253082927933,1,114,1100.3134970019232,0,24266
2017,1,8550,0.06608187134502924,0.19543859649122808,111.32327485380117,21.441988304093567,6.614035087719298,15.23906432748538,1,135,1089.6936842105263,0,26167
2017,2,9532,0.0673520772135963,0.20310532941670165,115.82605958875367,21.383340327318507,7.16502308015107,15.167750734368443,1,79,1058.0999790180445,0,19679
2017,3,8583,0.07340090877315623,0.21670744494931843,100.78958406151695,21.544564837469416,6.842595828964232,14.968309448910638,2,90,1167.164278224397,0,17930
2017,4,8034,0.0744336569579288,0.20102066218571074,101.6253422952452,21.374906646751306,6.740602439631566,15.280308688075678,2,99,1167.6203634553149,0,32711
2018,1,8740,0.06601830663615561,0.18112128146453088,108.98306636155607,21.135240274599543,6.550572082379863,24.419107551487414,1,382,1117.187871853547,0,28919
2018,2,9505,0.06386112572330352,0.19431877958968963,116.07543398211467,21.551604418726985,6.693319305628616,23.220199894792216,2,133,1067.7722251446608,0,16264
2018,3,9123,0.061602543023128356,0.1919324783514195,108.71895209909022,21.85147429573605,6.1476487997369285,23.604296832182396,2,175,1128.362271182725,3,32492
2018,4,7720,0.07383419689119171,0.22487046632124352,94.3761658031088,21.06217616580311,6.257383419689119,24.50582901554404,2,290,1189.4137305699483,3,32365
2019,1,5786,0.09090909090909091,0.2455928102315935,74.60732803318355,17.813169720013825,5.961285862426547,15.803318354649154,2,67,1288.9445212582095,0,39393
2019,2,6644,0.08819987959060807,0.26986754966887416,83.26279349789283,17.72787477423239,6.600692354003613,16.020168573148705,2,67,1188.3351896447923,0,120757
2019,3,5693,0.09801510627085895,0.3012471456174249,68.21412260670999,17.80432109608291,6.15492710346039,16.949587212366065,2,76,1360.8044967503952,0,68386
2019,4,6466,0.08815341787813176,0.26987318280235073,78.80482523971544,17.86668728734921,6.2649242189916485,16.560315496442932,2,68,1204.93411691927,0,35501
2020,1,6578,0.08878078443295835,0.2549407114624506,83.35816357555488,17.834600182426268,6.426269382791122,15.674217087260566,2,57,1160.2491638795987,0,34271
